,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.049079567625715845,0.029287550405660584,0.04880066152411473,0.04792589099964853,0.01823376919653802,0.026980301527786427,0.03255044199072511,-0.013292755795865965,0.02496233757262425,0.04609594651932302,0.039628915909305534,0.01812868888726085,0.06463339819774908,0.03922833224657094,0.055766383494061204,0.04558763160038366,0.03248945616038631,0.04348602886011308,0.028889320419032978,0.09341405522664749,0.01592781966396866,0.02815129835079271,0.04595157278262622,0.04629831778726719
1,0.061124159786456626,0.04219033542789845,0.06019544659051026,0.059779455657847445,0.031656133231294965,0.03990596199917021,0.04535448575791533,0.0015706178126868072,0.03792378116448308,0.05838098298785847,0.052220010474580164,0.031710697486154085,0.07598697662248945,0.0514355277096209,0.06678073975945203,0.05690987296604476,0.04479531914132991,0.05616414616870878,0.04142011847778018,0.10359613109702133,0.02982305727259285,0.040989099595114285,0.05862371283337004,0.05829077814804879
2,0.07238023599110091,0.05429855964803038,0.07104331873523609,0.07086421065082808,0.04431818782565068,0.052055092490880736,0.05735393967359721,0.01569778954130872,0.050089399141703864,0.06992461292317216,0.06407289152087012,0.04459610724945509,0.08669125677236926,0.06293347728131854,0.07712697678709327,0.06750258220688723,0.056434689866649165,0.06812635305516962,0.05321540959494571,0.11315801385156599,0.04292011411983574,0.05304452197608621,0.07042001095319458,0.06954704491110188
3,0.08283903539732036,0.06558347679779296,0.08123688972902944,0.08114761554459533,0.05616889155895575,0.06349960548760356,0.06865113867842053,0.028953192975159945,0.061519183506743166,0.08056095458312426,0.07516384335085712,0.056687735794888394,0.0968088580100316,0.0736486046174857,0.08680236719935207,0.07747644566635527,0.06745872947438304,0.07929243129724185,0.06424126163802805,0.12201388898860836,0.05522718095142507,0.0643505116777753,0.08140590828932512,0.08015875547789912
4,0.09259884167544297,0.07621379470637843,0.09078719287015488,0.09068499611751085,0.06718329307468686,0.07428345176021192,0.07922183154768019,0.041407821774697394,0.07229840885014431,0.09049227326576355,0.08551002170613708,0.0680457190635329,0.1061543086058087,0.08370442229291866,0.09582163442503816,0.0868091907852203,0.07787240001346529,0.08961868861976306,0.07460347531380779,0.13018071540956555,0.06658149891204825,0.07494949951490398,0.09166801636493374,0.09003009997753202
5,0.10176107540521669,0.08602010841061904,0.09961616044614681,0.09952644463616968,0.07747503456369796,0.08427630472306476,0.08909851203418442,0.05315665939370439,0.08230059237050903,0.0997274875316836,0.0952310715679652,0.07858441174631457,0.11486103894036041,0.0929910800275168,0.10424166499748506,0.09542177260300054,0.08759887899544705,0.09919480846006627,0.08425435938733386,0.13780706079915428,0.07717536880221498,0.08487558690070532,0.1012546315040619,0.0992380400756013
6,0.11019721438464407,0.09512616541409252,0.10787575675901641,0.10773775869192848,0.08701042280655892,0.09374884110078756,0.09834670470426438,0.06405364598548914,0.09151371162495506,0.10830194125166674,0.10426406810070299,0.08839431089727004,0.12294180459523969,0.10160197236189038,0.11199422966241544,0.10356900337633994,0.09656700954125544,0.1080117909800339,0.09318891915504592,0.14484417502690405,0.08699332355738426,0.09401688796205009,0.11006967294125392,0.10778133206999203
7,0.11803828926491822,0.10350251147171954,0.11549476590690821,0.11531972110734806,0.09590268547608963,0.10250049441771401,0.10688624996825317,0.07412283920799065,0.09996336877600803,0.11618321030562746,0.11262217049855511,0.09750218335000396,0.13037261940178985,0.1094748317224431,0.1191134228988865,0.11118114553370984,0.10488527831477731,0.11630548432058914,0.10144226340037699,0.15125150902029277,0.0962392587687375,0.10253435480317816,0.118156928981905,0.11567403688329359
8,0.12535702479827246,0.11135746248370483,0.12247353961302215,0.12229007886860166,0.10417118062226138,0.11056280680727364,0.11465372411922493,0.08347888380930152,0.10773399435698491,0.12340291827180169,0.1202631706783802,0.10591839538493264,0.1371458551980158,0.11667839765240456,0.12564271185216375,0.11816646751657155,0.11256525761343134,0.12398618641611722,0.10907247341161852,0.1571182559429297,0.10472015151761606,0.11034670192759324,0.12561649529767271,0.12297837646744834
9,0.1319629600270762,0.11856053920989723,0.1288993695804755,0.12861910425011805,0.111775640916235,0.1181339683731433,0.1217091424164832,0.09218467308258756,0.11490557085762937,0.13006714887995086,0.12732967424966765,0.11374948214563606,0.14352206247514662,0.12331239837835319,0.13163631278347207,0.1245941093435637,0.11970392060387812,0.13110012400006218,0.11615362617998737,0.16251535162050623,0.11261071445307613,0.11750450385447202,0.13245323566199807,0.12969297772783797
10,0.1379622729929247,0.12514028295680493,0.13473865779855038,0.13437001771982637,0.11878494669165986,0.1251587952877136,0.1282988207215868,0.10012288096512345,0.12152735748293064,0.13622488488399398,0.13368817688394616,0.12101870404835442,0.1493044090270223,0.1293985670394639,0.13698328947239138,0.1305180816404649,0.1262661052997298,0.13753277751529105,0.12258883269006661,0.1673885712590954,0.11985571365175625,0.12402468800596979,0.13880669017413688,0.1358345650490835
11,0.1434298838644659,0.13116227078200074,0.14011154574418794,0.1396806200805393,0.12520815460387918,0.13164092018051998,0.1342764214946975,0.1074446392911643,0.1275852915302675,0.14198679642523893,0.13949425529823964,0.1276681604298706,0.15444744137934358,0.13496896516766993,0.14195046042967585,0.13613711627438368,0.132222971083888,0.14340285081547083,0.12847219463192588,0.17185554249523036,0.12651734543867074,0.1300855863915308,0.14460303015927167,0.14148628192168244
12,0.14844877056872308,0.13666709155426082,0.1449706060590261,0.1444648233087611,0.1310760628588398,0.13759127646494504,0.13973268288164536,0.11412958120459771,0.13322094650247387,0.14718642206774368,0.14479079777774304,0.1336567293013828,0.15911891192765668,0.140067042432078,0.14661189233676164,0.1411972148970632,0.13753994682786086,0.1487340318530882,0.13375595859553618,0.17592729144993696,0.13270076439263975,0.1356370208234169,0.14983265842796883,0.1467179640913354
13,0.15299818112832747,0.14173710379701876,0.14928316514257362,0.14877212966074438,0.13652083139799473,0.14301597478920677,0.14458899788539603,0.12018051351613213,0.13839221477709618,0.15195592215314413,0.14951146820865777,0.1391525624788608,0.16331501337559215,0.14467544517603442,0.15076192648112618,0.1457878791019076,0.14241695141465693,0.15363300624641862,0.13867619658458924,0.17946688427872073,0.1382287816092326,0.14075546112605886,0.15460401999131118,0.1515424043689556
